#	Symbol	ID	Chromosome	Start	Stop	Map	OMIM	Description	Aliases
62	TNFAIP3	7128	6	137867187	137883313	6q23	191163	tumor necrosis factor, alpha-induced protein 3	RP11-356I2.3, A20, OTUD7C, TNFA1P2
63	QKI	9444	6	163414642	163578595	6q26	609590	QKI, KH domain containing, RNA binding	Hqk, QK, QK1, QK3, hqkI
64	C6orf118	168090	6	165309621	165264598	6q27		chromosome 6 open reading frame 118	bA85G2.1, dJ416F21.2
65	CCR6	1235	6	167111806	167139140	6q27	601835	chemokine (C-C motif) receptor 6	BN-1, C-C CKR-6, CC-CKR-6, CCR-6, CD196, CKR-L3, CKRL3, CMKBR6, DCR2, DRY6, GPR29, GPRCY4, STRL22
66	CDK6	1021	7	92836626	92604920	7q21-q22	603368	cyclin-dependent kinase 6	PLSTIRE
67	PON1	5444	7	95324571	95298356	7q21.3	168820	paraoxonase 1	ESA, MVCD5, PON
68	IRF5	3663	7	128937939	128950034	7q32	607218	interferon regulatory factor 5	SLEB10
69	TNPO3	23534	7	129055172	128954179	7q32.1	610032	transportin 3	IPO12, LGMD1F, MTR10A, TRN-SR, TRN-SR2, TRNSR
70	RPS14P10	647034	7	131665578	131665784	7q32.3		ribosomal protein S14 pseudogene 10	tcag7.1149, RPS14_7_847
71	RPS15AP22	100271557	7	131702675	131702223	7q32.3		ribosomal protein S15a pseudogene 22	RPS15A_11_848
72	FAM167A	83648	8	11466766	11421462	8p23-p22	610085	family with sequence similarity 167, member A	C8orf13, D8S265
73	BLK	640	8	11494011	11564598	8p23-p22	191305	BLK proto-oncogene, Src family tyrosine kinase	MODY11
74	GDAP1	54332	8	74350382	74367109	8q21.11	606598	ganglioside induced differentiation associated protein 1	CMT4, CMT4A, CMTRIA
75	PCBP2P2	286157	8	74604527	74602876	8q21-q22		poly(rC) binding protein 2 pseudogene 2	
76	TRPS1	7227	8	115669027	115408495	8q24.12	604386	trichorhinophalangeal syndrome I	GC79, LGCR
77	EIF3H	8667	8	116755822	116644815	8q24.11	603912	eukaryotic translation initiation factor 3, subunit H	EIF3S3, eIF3-gamma, eIF3-p40
78	MOB3B	79817	9	27529851	27325208	9p21.2		MOB kinase activator 3B	C9orf35, MOB1D, MOBKL2B
79	CCL21	6366	9	34710166	34709004	9p13	602737	chemokine (C-C motif) ligand 21	RP11-195F19.22-001, 6Ckine, CKb9, ECL, SCYA21, SLC, TCA4
80	FAM205A	259308	9	34729537	34723052	9p12		family with sequence similarity 205, member A	C9orf144B
81	FAM205B	389715	9	34838585	34830266	9p13.2		transmembrane protein C9orf144B pseudogene	RP11-251H13.2, C9orf144
82	PAX5	5079	9	37034478	36833274	9p13	167414	paired box 5	ALL3, BSAP
83	LOC100130458	100130458	9	37036129	37038868	9p13.2		uncharacterized LOC100130458	
84	RPL32P21	100128004	9	37046834	37047241	9p13.2		ribosomal protein L32 pseudogene 21	RPL32_13_977
85	PHF19	26147	9	120894895	120855650	9q33.2	609740	PHD finger protein 19	RP11-27I1.1, MTF2L1, PCL3, TDRD19B
86	TRAF1	7185	9	120929172	120902392	9q33-q34	601711	TNF receptor-associated factor 1	EBI6, MGC:10353
87	IL2RA	3559	10	6062369	6010693	10p15-p14	147730	interleukin 2 receptor, alpha	RP11-536K7.1, CD25, IDDM10, IL2R, TCGFR
88	DKFZp667F0711	399716	10	6349588	6352761	10p15.1		uncharacterized protein DKFZp667F0711	
89	PCDH15	65217	10	54801290	53802770	10q21.1	605514	protocadherin-related 15	RP11-449J3.2, CDHR15, DFNB23, USH1F
90	GAPDHP21	389970	10	55668419	55667135	10q21.1		glyceraldehyde 3 phosphate dehydrogenase pseudogene 21	
91	ARID5B	84159	10	61901253	62096947	10q21.2	608538	AT rich interactive domain 5B (MRF1-like)	RP11-341A19.1, DESRT, MRF-2, MRF2
92	GALNT18	374378	11	11622040	11270873	11p15.3	615136	polypeptide N-acetylgalactosaminyltransferase 18	GALNACT18, GALNT15, GALNTL4, GalNAc-T15, GalNAc-T18
93	PDE2A	5138	11	72674452	72576139	11q13.4	602658	phosphodiesterase 2A, cGMP-stimulated	CGS-PDE, PDE2A1, PED2A4, cGSPDE
94	SC5D	6309	11	121292678	121313409	11q23.3	602286	sterol-C5-desaturase	ERG3, S5DES, SC5DL
95	SORL1	6653	11	121452202	121633761	11q23.2-q24.2	602005	sortilin-related receptor, L(DLR class) A repeats containing	C11orf32, LR11, LRP9, SORLA, SorLA-1, gp250
96	ETS1	2113	11	128587557	128458760	11q23.3	164720	v-ets avian erythroblastosis virus E26 oncogene homolog 1	ETS-1, EWSR2, p54
97	FLI1	2313	11	128686534	128813266	11q24.1-q24.3	193067	Fli-1 proto-oncogene, ETS transcription factor	EWSR2, SIC-1
98	BICD1	636	12	32106778	32383632	12p11.2-p11.1	602204	bicaudal D homolog 1 (Drosophila)	BICD
99	FGD4	121512	12	32399633	32646049	12p11.21	611104	FYVE, RhoGEF and PH domain containing 4	CMT4H, FRABP, ZFYVE6
100	KIF5A	3798	12	57550063	57584770	12q13.13	602821	kinesin family member 5A	D12S1889, MY050, NKHC, SPG10
101	TRHDE	29953	12	72272533	72665641	12q15-q21	606950	thyrotropin-releasing hormone degrading enzyme	UNQ2507/PRO5995, PAP-II, PGPEP2, TRH-DE
102	SH2B3	10019	12	111405916	111451622	12q24	605093	SH2B adaptor protein 3	IDDM20, LNK
103	ENOX1	55068	13	43786979	43213129	13q14.11	610914	ecto-NOX disulfide-thiol exchanger 1	RP11-301I17.1, CNOX, PIG38, bA64J21.1, cCNOX
104	LINC00452	643365	13	113883636	113923511	13q34		long intergenic non-protein coding RNA 452	RP11-199F6.8
105	MDGA2	161357	14	47674953	46839622	14q21.3	611128	MAM domain containing glycosylphosphatidylinositol anchor 2	UNQ8188/PRO23197, MAMDC1, c14_5286
106	GCH1	2643	14	54902884	54842004	14q22.1-q22.2	600225	GTP cyclohydrolase 1	DYT14, DYT5, DYT5a, GCH, GTP-CH-1, GTPCH1, HPABH4B
107	PRKCH	5583	14	61321796	61550979	14q23.1	605437	protein kinase C, eta	PKC-L, PKCL, PRKCL, nPKC-eta
108	JDP2	122953	14	75427805	75472700	14q24.3	608657	Jun dimerization protein 2	JUNDM2
109	BATF	10538	14	75522440	75546991	14q24.3	612476	basic leucine zipper transcription factor, ATF-like	B-ATF, BATF1, SFA-2, SFA2
110	PLD4	122618	14	104924849	104937648	14q32.33		phospholipase D family, member 4	UNQ2488/PRO5775, C14orf175
111	DPH6	89978	15	35546604	35365468	15q14		diphthamine biosynthesis 6	ATPBD4
112	COX6CP4	100288892	15	36571929	36572308	15q14		cytochrome c oxidase subunit VIc pseudogene 4	
113	RPLP1	6176	15	69452819	69455544	15q22	180520	ribosomal protein, large, P1	LP1, P1, RPP1
114	GEMIN8P1	100128431	15	69804141	69803114	15q23		gem (nuclear organelle) associated protein 8 pseudogene 1	FAM51A2P, GEMIN8P
115	ETFA	2108	15	76311468	76216286	15q23-q25	608053	electron-transfer-flavoprotein, alpha polypeptide	EMA, GA2, MADD
116	PSMA4	5685	15	78540404	78549219	15q25.1	176846	proteasome (prosome, macropain) subunit, alpha type, 4	HC9, HsT17706, PSC9
117	ZNF774	342132	15	90295167	90362651	15q26.1		zinc finger protein 774	
118	SV2B	9899	15	91099772	91301308	15q26.1	185861	synaptic vesicle glycoprotein 2B	HsT19680
119	TRY-GTA12-1	100189496	15	91711143	91711071	15q26.1		transfer RNA-Tyr (GTA) 12-1	TRNAY16P
120	PRKCB	5579	16	23835978	24220610	16p11.2	176970	protein kinase C, beta	PKC-beta, PKCB, PRKCB1, PRKCB2
121	N4BP1	9683	16	48610213	48538725	16q12.1		NEDD4 binding protein 1	
122	IRF8	3394	16	85899167	85922605	16q24.1	601565	interferon regulatory factor 8	H-ICSBP, ICSBP, ICSBP1, IRF-8
123	FOXF1	2294	16	86510526	86514463	16q24	601089	forkhead box F1	ACDMPV, FKHL5, FREAC1
124	ZPBP2	124626	17	39868163	39877895	17q12	608499	zona pellucida binding protein 2	ZPBPL
125	GSDMB	55876	17	39918783	39904594	17q12	611221	gasdermin B	PP4052, GSDML, PRO2521
126	PTPN2	5771	18	12884337	12785477	18p11.3-p11.2	176887	protein tyrosine phosphatase, non-receptor type 2	PTN2, PTPT, TC-PTP, TCELLPTP, TCPTP
127	RIT2	6014	18	43115691	42743217	18q12.3	609592	Ras-like without CAAX 2	RIBA, RIN, ROC2
128	BDP1P	724038	18	77437248	77432056	18q23		B double prime 1 pseudogene	
129	SALL3	27164	18	78980274	78998968	18q23	605079	spalt-like transcription factor 3	ZNF796
130	CYP4F22	126410	19	15508524	15552316	19p13.12	611495	cytochrome P450, family 4, subfamily F, polypeptide 22	ARCI5, INLNE, LI3
131	RPL23AP2	401904	19	15611640	15612608	19p13.12		ribosomal protein L23a pseudogene 2	RPL23A_38_1631
132	ZNF175	7728	19	51571277	51589737	19q13.4	601139	zinc finger protein 175	OTK18
133	EBF4	57593	20	2692877	2760107	20p13	609935	early B-cell factor 4	RP5-860F19.3, COE4, O/E-4
134	RPL19P1	140759	20	2780614	2781041	20p13		ribosomal protein L19 pseudogene 1	RPL19_11_1678, dJ860F19.2
135	CST2	1470	20	23826674	23823766	20p11.21	123856	cystatin SA	
136	CST5	1473	20	23879742	23875934	20p11.21	123858	cystatin D	
137	HSPE1P1	140895	20	39933238	39932921	20q12		heat shock 10kDa protein 1 pseudogene 1	HSPEP1, bA101E14.1
138	MAFB	9935	20	40689239	40685847	20q11.2-q13.1	608968	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B	KRML, MCTO
139	CD40	958	20	46118259	46129744	20q12-q13.2	109535	CD40 molecule, TNF receptor superfamily member 5	Bp50, CDW40, TNFRSF5, p50
140	PHACTR3	116154	20	59577508	59847710	20q13.32-q13.33	608725	phosphatase and actin regulator 3	RP5-899C14.1, C20orf101, H17739, PPP1R123, SCAPIN1, SCAPININ
141	DSCAM	1826	21	40847112	40012414	21q22.2	602523	Down syndrome cell adhesion molecule	CHD2, CHD2-42, CHD2-52
142	LINC00323	284835	21	41148063	41141499	21q22.2		long intergenic non-protein coding RNA 323	C21orf130, NCRNA00323, PRED42
143	UBASH3A	53347	21	42403861	42447711	21q22.3	605736	ubiquitin associated and SH3 domain containing A	CLIP4, STS-2, TULA, TULA-1
144	AIRE	326	21	44285837	44298218	21q22.3	607358	autoimmune regulator	AIRE1, APECED, APS1, APSI, PGA1
145	PFKL	5211	21	44300041	44327377	21q22.3	171860	phosphofructokinase, liver	PFK-B
146	IL2RB	3560	22	37149921	37125837	22q13.1	146710	interleukin 2 receptor, beta	RP5-1170K4.6, CD122, IL15RB, P70-75
147	C1QTNF6	114904	22	37190927	37180165	22q13.1	614910	C1q and tumor necrosis factor related protein 6	UNQ581/PRO1151, CTFP6, CTRP6, ZACRP6
