Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
2012-09-20	22751097	Lu X	2012-07-01	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22751097	Genome-wide association study in Han Chinese identifies four new susceptibility loci for coronary artery disease.	Coronary heart disease	1,515 Han Chinese cases, 5,019 Han Chinese controls	15,460 Han Chinese cases, 11,472 Han Chinese controls	12q24.13	12	112379979	C12orf51	HECTD4			283450			rs11066280-A	rs11066280	0	11066280	intron	0	0.17	2E-11	10.69897		1.19	[1.13-1.25]	Affymetrix [~2.2 million] (imputed)	N
2012-09-20	22751097	Lu X	2012-07-01	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22751097	Genome-wide association study in Han Chinese identifies four new susceptibility loci for coronary artery disease.	Coronary heart disease	1,515 Han Chinese cases, 5,019 Han Chinese controls	15,460 Han Chinese cases, 11,472 Han Chinese controls	6p24.1	6	12903725	PHACTR1	PHACTR1			221692			rs9349379-G	rs9349379	0	9349379	intron	0	0.74	2E-9	8.698970004		1.15	[1.10-1.21]	Affymetrix [~2.2 million] (imputed)	N
2012-09-20	22751097	Lu X	2012-07-01	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22751097	Genome-wide association study in Han Chinese identifies four new susceptibility loci for coronary artery disease.	Coronary heart disease	1,515 Han Chinese cases, 5,019 Han Chinese controls	15,460 Han Chinese cases, 11,472 Han Chinese controls	6q23.2	6	133875536	TCF21	LOC100507308			100507308			rs12524865-C	rs12524865	0	12524865	intron	0	0.61	2E-7	6.698970004		1.11	[1.06-1.16]	Affymetrix [~2.2 million] (imputed)	N
2012-08-08	22745674	Hager J	2012-06-20	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/22745674	Genome-wide association study in a Lebanese cohort confirms PHACTR1 as a major determinant of coronary artery stenosis.	Coronary heart disease	1,949 individuals of Middle Eastern ancestry	2,547 individuals of Middle Eastern ancestry	6p24.1	6	12903725	PHACTR1	PHACTR1			221692			rs9349379-G	rs9349379	0	9349379	intron	0	0.349	8E-10	9.096910013	(CAD)	1.34	[1.22-1.47]	Illumina [513,079]	N
2012-08-08	22745674	Hager J	2012-06-20	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/22745674	Genome-wide association study in a Lebanese cohort confirms PHACTR1 as a major determinant of coronary artery stenosis.	Coronary heart disease	1,949 individuals of Middle Eastern ancestry	2,547 individuals of Middle Eastern ancestry	6p24.1	6	12903725	PHACTR1	PHACTR1			221692			rs9349379-G	rs9349379	0	9349379	intron	0	0.349	6E-12	11.22184875	(LAD)	1.19	[1.22-1.44]	Illumina [513,079]	N
2012-08-08	22745674	Hager J	2012-06-20	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/22745674	Genome-wide association study in a Lebanese cohort confirms PHACTR1 as a major determinant of coronary artery stenosis.	Coronary heart disease	1,949 individuals of Middle Eastern ancestry	2,547 individuals of Middle Eastern ancestry	6p24.1	6	12903725	PHACTR1	PHACTR1			221692			rs9349379-G	rs9349379	0	9349379	intron	0	0.349	4E-7	6.397940009	(RCA)	1.23	[1.14-1.33]	Illumina [513,079]	N
2012-03-08	22319020	Davies RW	2012-02-07	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22319020	A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.	Coronary heart disease	7,123 European ancestry cases, 6,826 European ancestry controls	5,211 European ancestry cases, 5,821 European ancestry controls	6p21.33	6	31216419	HCG27, HLA-C	TRNAI25			100189401			rs3869109-G	rs3869109	0	3869109		0	NR	1E-9	9		1.14	[NR]	Affymetrix [~5 million] (imputed)	N
2012-03-08	22319020	Davies RW	2012-02-07	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22319020	A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.	Coronary heart disease	7,123 European ancestry cases, 6,826 European ancestry controls	5,211 European ancestry cases, 5,821 European ancestry controls	1q21.3	1	154465420	ILR6	IL6R			3570			rs2229238-?	rs2229238	0	2229238	UTR-3	0	NR	7E-7	6.15490196		1.45	[NR]	Affymetrix [~5 million] (imputed)	N
2012-03-08	22319020	Davies RW	2012-02-07	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22319020	A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.	Coronary heart disease	7,123 European ancestry cases, 6,826 European ancestry controls	5,211 European ancestry cases, 5,821 European ancestry controls	6p21.1	6	43791136	VEGFA	TRNAI25			100189401			rs6905288-T	rs6905288	0	6905288		0	NR	7E-8	7.15490196		1.23	[NR]	Affymetrix [~5 million] (imputed)	N
2012-03-08	22319020	Davies RW	2012-02-07	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22319020	A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.	Coronary heart disease	7,123 European ancestry cases, 6,826 European ancestry controls	5,211 European ancestry cases, 5,821 European ancestry controls	6q16.1	6	96632322	FHL5	FHL5 - RPS7P8	9457	442237		12.39	16.13	rs12200560-?	rs12200560	0	12200560		1	NR	6E-7	6.22184875		1.11	[NR]	Affymetrix [~5 million] (imputed)	N
2012-03-08	22319020	Davies RW	2012-02-07	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22319020	A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.	Coronary heart disease	7,123 European ancestry cases, 6,826 European ancestry controls	5,211 European ancestry cases, 5,821 European ancestry controls	2q35	2	215420652	FN	FN1			2335			rs17458018-?	rs17458018	0	17458018	intron	0	NR	7E-6	5.15490196		1.22	[NR]	Affymetrix [~5 million] (imputed)	N
2011-11-03	21971053	Takeuchi F	2011-10-05	Eur J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21971053	Genome-wide association study of coronary artery disease in the Japanese.	Coronary heart disease	806 Japanese ancestry cases, 1,337 Japanese ancestry controls	3,593 Japanese ancestry cases, 6,335 Japanese ancestry controls	6p21.32	6	32701596	HLA, DRB-DQB	TRNAI25			100189401			rs11752643-T	rs11752643	0	11752643		0	0.06	5E-7	6.301029996		1.26	[1.15-1.38]	Illumina [451,382]	N
2011-11-03	21971053	Takeuchi F	2011-10-05	Eur J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21971053	Genome-wide association study of coronary artery disease in the Japanese.	Coronary heart disease	806 Japanese ancestry cases, 1,337 Japanese ancestry controls	3,593 Japanese ancestry cases, 6,335 Japanese ancestry controls	9p21.3	9	22115287	CDKN2A, CDKN2B	CDKN2B-AS1			100048912			rs944797-C	rs944797	0	944797	intron	0	0.46	6E-16	15.22184875		1.25	[1.18-1.31]	Illumina [451,382]	N
2011-11-03	21971053	Takeuchi F	2011-10-05	Eur J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21971053	Genome-wide association study of coronary artery disease in the Japanese.	Coronary heart disease	806 Japanese ancestry cases, 1,337 Japanese ancestry controls	3,593 Japanese ancestry cases, 6,335 Japanese ancestry controls	12q24.12	12	111803962	ALDH2	ALDH2			217			rs671-A	rs671	0	671	missense	0	0.23	2E-34	33.69897		1.43	[1.35-1.51]	Illumina [451,382]	N
2011-09-06	21846871	Mehta NN	2011-08-01	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/21846871	A genome-wide association study in europeans and South asians identifies 5 new Loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 6,996 South Asian cases, 15,062 controls	21,408 cases, 19,185 controls	6p24.1	6	12903725	PHACTR1	PHACTR1			221692			rs9349379-?	rs9349379	0	9349379	intron	0	NR	9E-26	25.04575749		NR	NR	Illumina [~575,00]	N
2011-09-06	21846871	Mehta NN	2011-08-01	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/21846871	A genome-wide association study in europeans and South asians identifies 5 new Loci for coronary artery disease.	Coronary heart disease	8,424 European ancestry cases, 6,996 South Asian cases, 15,062 controls	21,408 cases, 19,185 controls	1p32.2	1	56500678	PPAP2B	PPAP2B			8613			rs17114046-?	rs17114046	0	17114046	intron	0	NR	3E-7	6.522878745		NR	NR	Illumina [~575,00]	N
2011-06-16	21626137	Slavin TP	2011-05-28	Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21626137	Two-marker association tests yield new disease associations for coronary artery disease and hypertension.	Coronary heart disease	~2,000 European ancestry cases, ~3,000 European ancestry controls	NR	"1q21.1[rs12091564]; 1q21.1[rs10218795]"			HFE2	-						2-SNP haplotype-1	rs12091564, rs10218795					(CC)	2E-7		(Coronary artery disease)	NR	NR	Affymetrix [407,576]	N
2011-06-16	21626137	Slavin TP	2011-05-28	Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21626137	Two-marker association tests yield new disease associations for coronary artery disease and hypertension.	Coronary heart disease	~2,000 European ancestry cases, ~3,000 European ancestry controls	NR	"3q26.1[rs11924705]; 3q26.1[rs6789378]"			Intergenic	-						2-SNP haplotype-2	rs11924705, rs6789378					(CA)	4E-14		(Coronary artery disease)	NR	NR	Affymetrix [407,576]	N
2011-06-16	21626137	Slavin TP	2011-05-28	Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21626137	Two-marker association tests yield new disease associations for coronary artery disease and hypertension.	Coronary heart disease	~2,000 European ancestry cases, ~3,000 European ancestry controls	NR	"4p16.2[rs7697839]; 4p16.2[rs7673097]"			STK32B	-						2-SNP haplotype-3	rs7697839, rs7673097					(GG)	2E-11		(Coronary artery disease)	NR	NR	Affymetrix [407,576]	N
2011-06-16	21626137	Slavin TP	2011-05-28	Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21626137	Two-marker association tests yield new disease associations for coronary artery disease and hypertension.	Coronary heart disease	~2,000 European ancestry cases, ~3,000 European ancestry controls	NR	"9p21.3[rs1333048]; 9p21.3[rs1333049]"			CDKN2B, CDKN2A	-						2-SNP haplotype-4	rs1333048, rs1333049					(GG)	7E-14		(Coronary artery disease)	NR	NR	Affymetrix [407,576]	N
2011-06-16	21626137	Slavin TP	2011-05-28	Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21626137	Two-marker association tests yield new disease associations for coronary artery disease and hypertension.	Coronary heart disease	~2,000 European ancestry cases, ~3,000 European ancestry controls	NR	"12q23.3[rs1165668]; 12q23.3[rs1165669]"			HSP90B1	-						2-SNP haplotype-5	rs1165668, rs1165669					(GC)	3E-9		(Coronary artery disease)	NR	NR	Affymetrix [407,576]	N
2011-06-04	21606135	Wild PS	2011-05-23	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/21606135	A genome-wide association study identifies LIPA as a susceptibility gene for coronary artery disease.	Coronary heart disease	2,078 European descent cases, 2,953 European descent controls	19,350 European descent cases, 35,408 European descent controls	9p21.3	9	22125504	Intergenic	UBA52P6 - DMRTA1	100130239	63951		112.97	321.34	rs1333049-C	rs1333049	0	1333049		1	0.49	7E-58	57.15490196		1.27	[1.23-1.31]	Affymetrix [608,247]	N
2011-06-04	21606135	Wild PS	2011-05-23	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/21606135	A genome-wide association study identifies LIPA as a susceptibility gene for coronary artery disease.	Coronary heart disease	2,078 European descent cases, 2,953 European descent controls	19,350 European descent cases, 35,408 European descent controls	9p21.3	9	22031006	MTAP	CDKN2B-AS1			100048912			rs7865618-A	rs7865618	0	7865618	intron	0	0.59	2E-27	26.69897		1.18	[1.14-1.21]	Affymetrix [608,247]	N
2011-06-04	21606135	Wild PS	2011-05-23	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/21606135	A genome-wide association study identifies LIPA as a susceptibility gene for coronary artery disease.	Coronary heart disease	2,078 European descent cases, 2,953 European descent controls	19,350 European descent cases, 35,408 European descent controls	10q23.31	10	89243170	LIPA	LIPA			3988			rs1412444-T	rs1412444	0	1412444	intron	0	0.32	4E-8	7.397940009		1.10	[1.07-1.14]	Affymetrix [608,247]	N
2011-06-04	21606135	Wild PS	2011-05-23	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/21606135	A genome-wide association study identifies LIPA as a susceptibility gene for coronary artery disease.	Coronary heart disease	2,078 European descent cases, 2,953 European descent controls	19,350 European descent cases, 35,408 European descent controls	6q25.3	6	159225301	FNDC1	FNDC1			84624			rs365302-C	rs365302	0	365302	intron	0	0.24	8E-7	6.096910013		1.11	[1.06-1.15]	Affymetrix [608,247]	N
2011-06-04	21606135	Wild PS	2011-05-23	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/21606135	A genome-wide association study identifies LIPA as a susceptibility gene for coronary artery disease.	Coronary heart disease	2,078 European descent cases, 2,953 European descent controls	19,350 European descent cases, 35,408 European descent controls	6q14.1	6	81805598	Intergenic	FAM46A - IBTK	55603	25998		52.89	364.64	rs16893526-G	rs16893526	0	16893526		1	0.91	5E-6	5.301029996		1.13	[1.07-1.21]	Affymetrix [608,247]	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	1p32.3	1	55030366	PCSK9	BSND - PCSK9	7809	255738		21.57	9.11	rs11206510-T	rs11206510	0	11206510		1	0.82	9E-8	7.045757491		1.08	[1.05-1.11]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	10q11.21	10	44280376	CXCL12	LINC00841 - CXCL12	283033	6387		310.47	89.78	rs1746048-C	rs1746048	0	1746048		1	0.87	3E-10	9.522878745		1.09	[1.07-1.13]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	1p32.2	1	56497149	PPAP2B	PPAP2B			8613			rs17114036-A	rs17114036	0	17114036	intron	0	0.91	4E-19	18.39794001		1.17	[1.13-1.22]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	6p21.31	6	35067023	ANKS1A	ANKS1A			23294			rs17609940-G	rs17609940	0	17609940	intron	0	0.75	1E-8	8		1.07	[1.05-1.10]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	6q23.2	6	133893387	TCF21	TCF21			6943			rs12190287-C	rs12190287	0	12190287	UTR-3	0	0.62	1E-12	12		1.08	[1.06-1.10]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	7q32.2	7	130023656	ZC3HC1	ZC3HC1			51530			rs11556924-C	rs11556924	0	11556924	missense	0	0.62	9E-18	17.04575749		1.09	[1.07-1.12]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	9q34.2	9	133278724	ABO	ABO - SURF6	28	6838		3.51	51.98	rs579459-C	rs579459	0	579459		1	0.21	4E-14	13.39794001		1.10	[1.07-1.13]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	10q24.32	10	102959339	CYP17A1, CNNM2, NT5C2	CNNM2			54805			rs12413409-G	rs12413409	0	12413409	intron	0	0.89	1E-9	9		1.12	[1.08-1.16]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	11q23.3	11	116778201	ZNF259, APOA5, APOA4, APOC3, APOA1	ZPR1			8882			rs964184-G	rs964184	0	964184	intron	0	0.13	1E-17	17		1.13	[1.10-1.16]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	13q34	13	110308365	COL4A1, COL4A2	"COL4A1;COL4A2"			"1282;1284"			rs4773144-G	rs4773144	0	4773144	"nearGene-5;intron"	0	0.44	4E-9	8.397940009		1.07	[1.05-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	14q32.2	14	99667605	HHIPL1	HHIPL1			84439			rs2895811-C	rs2895811	0	2895811	intron	0	0.43	1E-10	10		1.07	[1.05-1.10]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	15q25.1	15	78796769	ADAMTS7	ADAMTS7			11173			rs3825807-A	rs3825807	0	3825807	missense	0	0.57	1E-12	12		1.08	[1.06-1.10]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	17p13.3	17	2223210	SMG6, SRR	SMG6			23293			rs216172-C	rs216172	0	216172	intron	0	0.37	1E-9	9		1.07	[1.05-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	17p11.2	17	17640408	RASD1, SMCR3, PEMT	EEF1A1P43 - RAI1	1918	10743		54.26	41.07	rs12936587-G	rs12936587	0	12936587		1	0.56	4E-10	9.397940009		1.07	[1.05-1.09]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	17q21.32	17	48911235	UBE2Z, GIP, ATP5G1, SNF8	UBE2Z			65264			rs46522-T	rs46522	0	46522	intron	0	0.53	2E-8	7.698970004		1.06	[1.04-1.08]	Affymetrix & Illumina {~2.3 million] (imputed)	N
2011-04-11	21378990	Schunkert H	2011-03-06	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	1p13.3	1	109279544	SORT1	PSRC1			84722			rs599839-A	rs599839	0	599839	nearGene-3	0	0.78	3E-10	9.522878745		1.11	[1.08-1.15]	Affymetrix & Illumina {~2.3 million] (imputed)	N
