#	Symbol	ID	Chromosome	Start	Stop	Map	OMIM	Description	Aliases
105	FRRS1L	23732	9	109167290	109137300	9q31	604574	ferric-chelate reductase 1-like	C9orf4, CG-6, CG6
106	ASTN2	23245	9	117415038	116425224	9q33.1	612856	astrotactin 2	RP11-45A16.2, bA67K19.1
107	ABO	28	9	133275213	133255175	9q34.2	110300	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	A3GALNT, A3GALT1, GTB, NAGAT
108	LCN1P2	653163	9	136184439	136185303	9q34.2		lipocalin 1 pseudogene 2	LCN1L2, bA244N20.11
109	PLXDC2	84898	10	19816442	20289855	10p12.31	606827	plexin domain containing 2	UNQ2514/PRO6003, TEM7R
110	NEBL	10529	10	21174186	20779970	10p12	605491	nebulette	RP11-56H7.1, LASP2, LNEBL
111	KIAA1462	57608	10	30059558	30012799	10p11.23	614398	KIAA1462	JCAD
112	HNRNPA3P1	10151	10	43790416	43787411	10q11.21		heterogeneous nuclear ribonucleoprotein A3 pseudogene 1	D10S102, FBRNP, HNRPA3, HNRPA3P1
113	CXCL12	6387	10	44385096	44370152	10q11.1	600835	chemokine (C-X-C motif) ligand 12	IRH, PBSF, SCYB12, SDF1, TLSF, TPAR1
114	LIPA	3988	10	89252038	89213568	10q23.2-q23.3	613497	lipase A, lysosomal acid, cholesterol esterase	RP11-341B24.1, CESD, LAL
115	ARL3	403	10	102714432	102673726	10q23.3	604695	ADP-ribosylation factor-like 3	RP11-47A8.3, ARFL3
116	CNNM2	54805	10	102918317	103078586	10q24.32	607803	cyclin M2	RP11-30H12.1, ACDP2
117	C10orf90	118611	10	126524874	126424996	10q26.2		chromosome 10 open reading frame 90	RP11-422P15.2, FATS, bA422P15.2
118	DYNC2H1	79659	11	103109430	103479862	11q21-q22.1	603297	dynein, cytoplasmic 2, heavy chain 1	ATD3, DHC1b, DHC2, DNCH2, DYH1B, SRPS2B, SRTD3, hdhc11
119	PDGFD	80310	11	104164298	103907185	11q22.3	609673	platelet derived growth factor D	MSTP036, IEGF, SCDGF-B, SCDGFB
120	ZPR1	8882	11	116788022	116778559	11q23.3	603901	ZPR1 zinc finger	ZNF259
121	CLMP	79827	11	123195298	123072311	11q24.1	611693	CXADR-like membrane protein	UNQ318/PRO363, ACAM, ASAM, CSBM, CSBS
122	GRAMD1B	57476	11	123420190	123627770	11q24.1		GRAM domain containing 1B	UNQ3032/PRO9834
123	ST3GAL4	6484	11	126355644	126414640	11q24.2	104240	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	CGS23, NANTA3, SAT3, SIAT4, SIAT4C, ST3GalIV, STZ
124	SH2B3	10019	12	111405916	111451622	12q24	605093	SH2B adaptor protein 3	IDDM20, LNK
125	ALDH2	217	12	111766886	111809984	12q24.2	100650	aldehyde dehydrogenase 2 family (mitochondrial)	ALDH-E2, ALDHI, ALDM
126	HNF1A	6927	12	120978057	121002511	12q24.2	142410	HNF1 homeobox A	HNF-1A, HNF1, IDDM20, LFB1, MODY3, TCF-1, TCF1
127	RPL5P31	341674	13	51162351	51161694	13q14.3		ribosomal protein L5 pseudogene 31	
128	FAM124A	220108	13	51222333	51284240	13q14.3		family with sequence similarity 124A	RP11-457D13.2
129	OLFM4	10562	13	53028740	53052060	13q14.3	614061	olfactomedin 4	UNQ362/PRO698, GC1, GW112, OLM4, OlfD, UNQ362, bA209J19.1, hGC-1, hOLfD
130	NFYAP1	100130677	13	63976422	63975779	13q21.31		nuclear transcription factor Y, alpha pseudogene 1	RP11-520F9.1, NFYAP
131	LGMNP1	122199	13	64959517	64957555	13q21.31		legumain pseudogene 1	LGMN2P
132	ATXN8OS	6315	13	70107212	70139752	13q21	603680	ATXN8 opposite strand (non-protein coding)	KLHL1AS, NCRNA00003, SCA8
133	DACH1	1602	13	71867191	71437965	13q22	603803	dachshund family transcription factor 1	RP11-512J14.1, DACH
134	DOCK9	23348	13	99086405	98793486	13q32.3	607325	dedicator of cytokinesis 9	RP11-155N3.2, ZIZ1, ZIZIMIN1
135	MYO16	23026	13	108596151	109208006	13q33.3	615479	myosin XVI	RP11-54H7.1, MYAP3, MYR8, Myo16b, NYAP3, PPP1R107
136	COL4A1	1282	13	110307148	110148962	13q34	120130	collagen, type IV, alpha 1	RP11-472K17.2, HANAC, ICH, POREN1, arresten
137	COL4A2	1284	13	110307283	110513026	13q34	120090	collagen, type IV, alpha 2	RP11-90L1.2, ICH, POREN2
138	TEX29	121793	13	111320667	111344246	13q34		testis expressed 29	C13orf16, bA474D23.1
139	SOX1	6656	13	112067598	112071705	13q34	602148	SRY (sex determining region Y)-box 1	
140	AKAP6	9472	14	32329272	32833061	14q12	604691	A kinase (PRKA) anchor protein 6	ADAP100, ADAP6, AKAP100, PRKA6, mAKAP
141	CLMN	79789	14	95319907	95181938	14q32.13	611121	calmin (calponin-like, transmembrane)	
142	LINC00341	79686	14	95410089	95407265	14q32.13		long intergenic non-protein coding RNA 341	C14orf139, NCRNA00341
143	HHIPL1	84439	14	99604558	99680568	14q32		HHIP-like 1	UNQ9245/PRO34761, KIAA1822, UNQ9245
144	CYP1A1	1543	15	74725609	74719541	15q24.1	108330	cytochrome P450, family 1, subfamily A, polypeptide 1	AHH, AHRR, CP11, CYP1, P1-450, P450-C, P450DX
145	CYP1A2	1544	15	74748842	74756599	15q24.1	124060	cytochrome P450, family 1, subfamily A, polypeptide 2	CP12, P3-450, P450(PA)
146	ADAMTS7	11173	15	78811462	78759202	15q24.2	605009	ADAM metallopeptidase with thrombospondin type 1 motif, 7	ADAM-TS 7, ADAM-TS7, ADAMTS-7
147	RPL21P116	100271444	15	78863770	78863211	15q24		ribosomal protein L21 pseudogene 116	RPL21_55_1456
148	MCTP2	55784	15	94231542	94483951	15q26.2		multiple C2 domains, transmembrane 2	RP11-4F5.2
149	CYLD	1540	16	50742049	50801935	16q12.1	605018	cylindromatosis (turban tumor syndrome)	HSPC057, BRSS, CDMT, CYLD1, CYLDI, EAC, MFT, MFT1, SBS, TEM, USPL2
150	SALL1	6299	16	51152313	51135974	16q12.1	602218	spalt-like transcription factor 1	HEL-S-89, HSAL1, Sal-1, TBS, ZNF794
151	CDH13	1012	16	82626793	83796609	16q23.3	601364	cadherin 13	CDHH, P105
152	SMG6	23293	17	2303774	2059838	17p13.3	610963	SMG6 nonsense mediated mRNA decay factor	C17orf31, EST1A, SMG-6, hSMG5/7a
153	PEMT	10400	17	17591702	17505562	17p11.2	602391	phosphatidylethanolamine N-methyltransferase	PEAMT, PEMPT, PEMT2, PNMT
154	RAI1	10743	17	17681472	17811452	17p11.2	607642	retinoic acid induced 1	SMCR, SMS
155	UBE2Z	65264	17	48908368	48929059	17q21.32	611362	ubiquitin-conjugating enzyme E2Z	HOYS7, USE1
156	PECAM1	5175	17	64413778	64319414	17q23.3	173445	platelet/endothelial cell adhesion molecule 1	CD31, CD31/EndoCAM, GPIIA', PECA1, PECAM-1, endoCAM
157	MILR1	284021	17	64447181	64492395	17q23.3		mast cell immunoglobulin-like receptor 1	Allergin-1, C17orf60, MCA-32, MCA32
158	GAPDHP66	645256	18	3978685	3977456	18p11.31		glyceraldehyde-3-phosphate dehydrogenase pseudogene 66	GAPDHL11, GAPDL11
159	PPIAP14	5486	18	5003328	5002511	18p11.31		peptidylprolyl isomerase A (cyclophilin A) pseudogene 14	PPIP4
160	VAPA	9218	18	9913957	9960020	18p11.22	605703	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa	VAP-33, VAP-A, VAP33, hVAP-33
161	APCDD1	147495	18	10454627	10488700	18p11.22	607479	adenomatosis polyposis coli down-regulated 1	FP7019, B7323, DRAPC1, HHS, HTS
162	C18orf12	84322	18	48252300	48252836	18q21.1		chromosome 18 open reading frame 12	HEIL1, HsT2508
163	CTIF	9811	18	48539055	48863216	18q21.1	613178	CBP80/20-dependent translation initiation factor	Gm672, KIAA0427
164	ST8SIA3	51046	18	57352489	57368930	18q21.31	609478	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	SIAT8C, ST8SiaIII
165	ONECUT2	9480	18	57435684	57491297	18q21.31	604894	one cut homeobox 2	OC-2, OC2
166	SMARCA4	6597	19	10960921	11062281	19p13.2	603254	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	BAF190, BAF190A, BRG1, MRD16, RTPS2, SNF2, SNF2L4, SNF2LB, SWI2, hSNF2b
167	RASGRP4	115727	19	38426304	38409057	19q13.1	607320	RAS guanyl releasing protein 4	
168	ZNF264	9422	19	57191479	57222845	19q13.4	604668	zinc finger protein 264	
169	LINC00310	114036	21	34180676	34189918	21q22.11		long intergenic non-protein coding RNA 310	hCG_2036845, C21orf82, NCRNA00310
170	KCNE2	9992	21	34364023	34371140	21q22.12	603796	potassium voltage-gated channel, Isk-related family, member 2	ATFB4, LQT5, LQT6, MIRP1
171	SEZ6L	23544	22	26169473	26383596	22q12.1	607021	seizure related 6 homolog (mouse)-like	RP3-341O5.1
172	NUP50	10762	22	45163844	45188010	22q13.31	604646	nucleoporin 50kDa	CTA-268H5.7, NPAP60, NPAP60L
173	CHRDL1	91851	X	110796057	110673855	Xq23	300350	chordin-like 1	RP6-141H5.1, CHL, MGC1, MGCN, NRLN1, VOPT, dA141H5.1
